,LOT_NO,SUBLOT_NO,join_col
1554,1052506802,300920349,MEX002310015ID0021013117A-3123A-9999A59
1555,1052506806,300920970,MEX002310015ID0021013117A-3123A-9999A-9999E59
1556,1052506806,300920972,MEX002310015ID0021013117A-3123A-9999A-9999E59
1557,1052506806,300920974,MEX002310015ID0021013117A-3123A-9999A-9999E59
1558,1052506806,300920988,MEX002310015ID0021013117A-3123A-9999A-9999E59
1559,1052506806,300920989,MEX002310015ID0021013117A-3123A-9999A-9999E59
1560,1052506807,300921023,MEX002310015ID0021013117A-3123A-9999A-9999E59
1561,1052506807,300921024,MEX002310015ID0021013117A-3123A-9999A-9999E59
1562,1052506807,300921025,MEX002310015ID0021013117A-3123A-9999A-9999E59
1563,1052506903,300923233,ID010310015ID0021019999A-9999E58
1564,1052507415,300929842,TX001310015ID0021013117A-3123A-9999A53
1565,1052507415,300929844,TX001310015ID0021013117A-3123A-9999A53
1566,1052507415,300929846,TX001310015ID0021013117A-3123A-9999A53
1567,1052507416,300929874,TX001310015ID0021013117A-3123A-9999A53
1568,1052507416,300929875,TX001310015ID0021013117A-3123A-9999A53
1569,1052507416,300929876,TX001310015ID0021013117A-3123A-9999A53
1570,1052507416,300929877,TX001310015ID0021013117A-3123A-9999A53
1571,1052507416,300929902,TX001310015ID0021013117A-3123A-9999A53
1572,1052507416,300929903,TX001310015ID0021013117A-3123A-9999A53
1573,1052507416,300929904,TX001310015ID0021013117A-3123A-9999A53
1574,1052507416,300929905,TX001310015ID0021013117A-3123A-9999A53
1575,1052507417,300930086,TX001310015ID0021013117A-3123A-9999A53
1576,1052507417,300930087,TX001310015ID0021013117A-3123A-9999A53
1577,1052507417,300930088,TX001310015ID0021013117A-3123A-9999A53
1578,1052507417,300930089,TX001310015ID0021013117A-3123A-9999A53
1579,1052507417,300930143,TX001310015ID0021013117A-3123A-9999A53
1580,1052507417,300930144,TX001310015ID0021013117A-3123A-9999A53
1581,1052507417,300930145,TX001310015ID0021013117A-3123A-9999A53
1582,1052507417,300930146,TX001310015ID0021013117A-3123A-9999A53
1583,1052507501,300930200,TX001310015ID0021013117A-3123A-9999A52
1584,1052507501,300930201,TX001310015ID0021013117A-3123A-9999A52
1585,1052507501,300930202,TX001310015ID0021013117A-3123A-9999A52
1586,1052507501,300930203,TX001310015ID0021013117A-3123A-9999A52
1587,1052507501,300930204,TX001310015ID0021013117A-3123A-9999A52
1588,1052508002,300937650,TX001310015ID0021013117A-3123A-9999A-9999E47
1589,1052508002,300937667,TX001310015ID0021013117A-3123A-9999A-9999E47
1590,1052508002,300937668,TX001310015ID0021013117A-3123A-9999A-9999E47
1591,1052508004,300937809,TX001310015ID0021013117A-3123A-9999A-9999E47
1592,1052508004,300937810,TX001310015ID0021013117A-3123A-9999A-9999E47
1593,1052508007,300937949,TX001310015ID0021013117A-3123A-9999A-9999E47
1594,1052508007,300937950,TX001310015ID0021013117A-3123A-9999A-9999E47
1595,1052508007,300937951,TX001310015ID0021013117A-3123A-9999A-9999E47
1596,1052508012,300938598,TX001310015ID0021013117A-3123A-9999A-9999E47
1597,1052508012,300938599,TX001310015ID0021013117A-3123A-9999A-9999E47
1598,1052508012,300938600,TX001310015ID0021013117A-3123A-9999A-9999E47
1599,1052508015,300938702,TX001310015ID0021013117A-3123A-9999A-9999E47
1600,1052508015,300938703,TX001310015ID0021013117A-3123A-9999A-9999E47
1601,1052508101,300939535,TX001310015ID0021013117A-3123A-9999A-9999E46
1602,1052508104,300939807,TX001310015ID0021013117A-3123A-9999A-9999E46
1603,1052508104,300939808,TX001310015ID0021013117A-3123A-9999A-9999E46
1604,1052508104,300939809,TX001310015ID0021013117A-3123A-9999A-9999E46
1605,1052508106,300940005,TX001310015ID0021013117A-3123A-9999A-9999E46
1606,1052508106,300940006,TX001310015ID0021013117A-3123A-9999A-9999E46
1607,1052508106,300940007,TX001310015ID0021013117A-3123A-9999A-9999E46
1608,1052508106,300940008,TX001310015ID0021013117A-3123A-9999A-9999E46
1609,1052508106,300940009,TX001310015ID0021013117A-3123A-9999A-9999E46
1610,1052508106,300940010,TX001310015ID0021013117A-3123A-9999A-9999E46
1611,1052508106,300940011,TX001310015ID0021013117A-3123A-9999A-9999E46
1612,1052508106,300940012,TX001310015ID0021013117A-3123A-9999A-9999E46
1613,1052508201,300940086,TX001310015ID0021013117A-3123A-9999A-9999E45
1614,1052508201,300940087,TX001310015ID0021013117A-3123A-9999A-9999E45
1615,1052508201,300940088,TX001310015ID0021013117A-3123A-9999A-9999E45
1616,1052508201,300940089,TX001310015ID0021013117A-3123A-9999A-9999E45
1617,1052508201,300940090,TX001310015ID0021013117A-3123A-9999A-9999E45
1618,1052508201,300940092,TX001310015ID0021013117A-3123A-9999A-9999E45
1619,1052508201,300940094,TX001310015ID0021013117A-3123A-9999A-9999E45
1620,1052508201,300940095,TX001310015ID0021013117A-3123A-9999A-9999E45
1621,1052508202,300940137,TX001310015ID0021013117A-3123A-9999A-9999E45
1622,1052508202,300940138,TX001310015ID0021013117A-3123A-9999A-9999E45
1623,1052508202,300940139,TX001310015ID0021013117A-3123A-9999A-9999E45
1624,1052508202,300940140,TX001310015ID0021013117A-3123A-9999A-9999E45
1625,1052508202,300940141,TX001310015ID0021013117A-3123A-9999A-9999E45
1626,1052508202,300940142,TX001310015ID0021013117A-3123A-9999A-9999E45
1627,1052508202,300940143,TX001310015ID0021013117A-3123A-9999A-9999E45
1628,1052508202,300940144,TX001310015ID0021013117A-3123A-9999A-9999E45
1629,1052508203,300940220,TX001310015ID0021013117A-3123A-9999A-9999E45
1630,1052508203,300940221,TX001310015ID0021013117A-3123A-9999A-9999E45
1631,1052508203,300940222,TX001310015ID0021013117A-3123A-9999A-9999E45
1632,1052508203,300940223,TX001310015ID0021013117A-3123A-9999A-9999E45
1633,1052508203,300940224,TX001310015ID0021013117A-3123A-9999A-9999E45
1634,1052508203,300940225,TX001310015ID0021013117A-3123A-9999A-9999E45
1635,1052508203,300940226,TX001310015ID0021013117A-3123A-9999A-9999E45
1636,1052508203,300940227,TX001310015ID0021013117A-3123A-9999A-9999E45
1637,1052508204,300940305,TX001310015ID0021013117A-3123A-9999A-9999E45
1638,1052508204,300940306,TX001310015ID0021013117A-3123A-9999A-9999E45
1639,1052508204,300940307,TX001310015ID0021013117A-3123A-9999A-9999E45
1640,1052508204,300940308,TX001310015ID0021013117A-3123A-9999A-9999E45
1641,1052508204,300940309,TX001310015ID0021013117A-3123A-9999A-9999E45
1642,1052508204,300940310,TX001310015ID0021013117A-3123A-9999A-9999E45
1643,1052508204,300940311,TX001310015ID0021013117A-3123A-9999A-9999E45
1644,1052508204,300940312,TX001310015ID0021013117A-3123A-9999A-9999E45
1645,1052508205,300940331,TX001310015ID0021013117A-3123A-9999A-9999E45
1646,1052508205,300940332,TX001310015ID0021013117A-3123A-9999A-9999E45
1647,1052508205,300940333,TX001310015ID0021013117A-3123A-9999A-9999E45
1648,1052508205,300940455,TX001310015ID0021013117A-3123A-9999A-9999E45
1649,1052508205,300940456,TX001310015ID0021013117A-3123A-9999A-9999E45
1650,1052508205,300940457,TX001310015ID0021013117A-3123A-9999A-9999E45
1651,1052508205,300940458,TX001310015ID0021013117A-3123A-9999A-9999E45
1652,1052508205,300940459,TX001310015ID0021013117A-3123A-9999A-9999E45
1653,1052508206,300940550,TX001310015ID0021013117A-3123A-9999A-9999E45
1654,1052508206,300940551,TX001310015ID0021013117A-3123A-9999A-9999E45
1655,1052508206,300940552,TX001310015ID0021013117A-3123A-9999A-9999E45
1656,1052508206,300940553,TX001310015ID0021013117A-3123A-9999A-9999E45
1657,1052508206,300940590,TX001310015ID0021013117A-3123A-9999A-9999E45
1658,1052508206,300940591,TX001310015ID0021013117A-3123A-9999A-9999E45
1659,1052508206,300940592,TX001310015ID0021013117A-3123A-9999A-9999E45
1660,1052508206,300940593,TX001310015ID0021013117A-3123A-9999A-9999E45
1661,1052508207,300940626,TX001310015ID0021013117A-3123A-9999A-9999E45
1662,1052508207,300940628,TX001310015ID0021013117A-3123A-9999A-9999E45
1663,1052508207,300940629,TX001310015ID0021013117A-3123A-9999A-9999E45
1664,1052508207,300940630,TX001310015ID0021013117A-3123A-9999A-9999E45
1665,1052508207,300940631,TX001310015ID0021013117A-3123A-9999A-9999E45
1666,1052508207,300940636,TX001310015ID0021013117A-3123A-9999A-9999E45
1667,1052508207,300940637,TX001310015ID0021013117A-3123A-9999A-9999E45
1668,1052508207,300940638,TX001310015ID0021013117A-3123A-9999A-9999E45
1669,1052508208,300940666,TX001310015ID0021013117A-3123A-9999A-9999E45
1670,1052508208,300940667,TX001310015ID0021013117A-3123A-9999A-9999E45
1671,1052508208,300940668,TX001310015ID0021013117A-3123A-9999A-9999E45
1672,1052508208,300940669,TX001310015ID0021013117A-3123A-9999A-9999E45
1673,1052508208,300940689,TX001310015ID0021013117A-3123A-9999A-9999E45
1674,1052508208,300940691,TX001310015ID0021013117A-3123A-9999A-9999E45
1675,1052508208,300940692,TX001310015ID0021013117A-3123A-9999A-9999E45
1676,1052508208,300940694,TX001310015ID0021013117A-3123A-9999A-9999E45
1677,1052508209,300940705,TX001310015ID0021013117A-3123A-9999A-9999E45
1678,1052508209,300940706,TX001310015ID0021013117A-3123A-9999A-9999E45
1679,1052508209,300940707,TX001310015ID0021013117A-3123A-9999A-9999E45
1680,1052508209,300940708,TX001310015ID0021013117A-3123A-9999A-9999E45
1681,1052508209,300940713,TX001310015ID0021013117A-3123A-9999A-9999E45
1682,1052508209,300940714,TX001310015ID0021013117A-3123A-9999A-9999E45
1683,1052508209,300940748,TX001310015ID0021013117A-3123A-9999A-9999E45
1684,1052508209,300940749,TX001310015ID0021013117A-3123A-9999A-9999E45
1685,1052508210,300940779,TX001310015ID0021013117A-3123A-9999A-9999E45
1686,1052508210,300940780,TX001310015ID0021013117A-3123A-9999A-9999E45
1687,1052508210,300940782,TX001310015ID0021013117A-3123A-9999A-9999E45
1688,1052508210,300940783,TX001310015ID0021013117A-3123A-9999A-9999E45
1689,1052508210,300940806,TX001310015ID0021013117A-3123A-9999A-9999E45
1690,1052508210,300940807,TX001310015ID0021013117A-3123A-9999A-9999E45
1691,1052508210,300940808,TX001310015ID0021013117A-3123A-9999A-9999E45
1692,1052508210,300940809,TX001310015ID0021013117A-3123A-9999A-9999E45
1693,1052508211,300940836,TX001310015ID0021013117A-3123A-9999A-9999E45
1694,1052508211,300940838,TX001310015ID0021013117A-3123A-9999A-9999E45
1695,1052508211,300940840,TX001310015ID0021013117A-3123A-9999A-9999E45
1696,1052508211,300940841,TX001310015ID0021013117A-3123A-9999A-9999E45
1697,1052508211,300940847,TX001310015ID0021013117A-3123A-9999A-9999E45
1698,1052508211,300940848,TX001310015ID0021013117A-3123A-9999A-9999E45
1699,1052508211,300940970,TX001310015ID0021013117A-3123A-9999A-9999E45
1700,1052508211,300941207,TX001310015ID0021013117A-3123A-9999A-9999E45
1701,1052508212,300941208,TX001310015ID0021013117A-3123A-9999A-9999E45
1702,1052508212,300941209,TX001310015ID0021013117A-3123A-9999A-9999E45
1703,1052508212,300941210,TX001310015ID0021013117A-3123A-9999A-9999E45
1704,1052508212,300941212,TX001310015ID0021013117A-3123A-9999A-9999E45
1705,1052508212,300941303,TX001310015ID0021013117A-3123A-9999A-9999E45
1706,1052508212,300941304,TX001310015ID0021013117A-3123A-9999A-9999E45
1707,1052508212,300941305,TX001310015ID0021013117A-3123A-9999A-9999E45
1708,1052508212,300941306,TX001310015ID0021013117A-3123A-9999A-9999E45
1709,1052508213,300941325,TX001310015ID0021013117A-3123A-9999A-9999E45
1710,1052508213,300941326,TX001310015ID0021013117A-3123A-9999A-9999E45
1711,1052508213,300941327,TX001310015ID0021013117A-3123A-9999A-9999E45
1712,1052508213,300941328,TX001310015ID0021013117A-3123A-9999A-9999E45
1713,1052508213,300941329,TX001310015ID0021013117A-3123A-9999A-9999E45
1714,1052508213,300941330,TX001310015ID0021013117A-3123A-9999A-9999E45
1715,1052508213,300941331,TX001310015ID0021013117A-3123A-9999A-9999E45
1716,1052508213,300941332,TX001310015ID0021013117A-3123A-9999A-9999E45
1717,1052508214,300941388,TX001310015ID0021013117A-3123A-9999A-9999E45
1718,1052508214,300941389,TX001310015ID0021013117A-3123A-9999A-9999E45
1719,1052508214,300941390,TX001310015ID0021013117A-3123A-9999A-9999E45
1720,1052508214,300941391,TX001310015ID0021013117A-3123A-9999A-9999E45
1721,1052508214,300941413,TX001310015ID0021013117A-3123A-9999A-9999E45
1722,1052508214,300941414,TX001310015ID0021013117A-3123A-9999A-9999E45
1723,1052508214,300941417,TX001310015ID0021013117A-3123A-9999A-9999E45
1724,1052508214,300941418,TX001310015ID0021013117A-3123A-9999A-9999E45
1725,1052508301,300941490,TX001310015ID0021013117A-3123A-9999A-9999E44
1726,1052508301,300941492,TX001310015ID0021013117A-3123A-9999A-9999E44
1727,1052508301,300941493,TX001310015ID0021013117A-3123A-9999A-9999E44
1728,1052508301,300941494,TX001310015ID0021013117A-3123A-9999A-9999E44
1729,1052508301,300941495,TX001310015ID0021013117A-3123A-9999A-9999E44
1730,1052508301,300941496,TX001310015ID0021013117A-3123A-9999A-9999E44
1731,1052508301,300941497,TX001310015ID0021013117A-3123A-9999A-9999E44
1732,1052508301,300941498,TX001310015ID0021013117A-3123A-9999A-9999E44
1733,1052508302,300941546,TX001310015ID0021013117A-3123A-9999A-9999E44
1734,1052508302,300941547,TX001310015ID0021013117A-3123A-9999A-9999E44
1735,1052508302,300941548,TX001310015ID0021013117A-3123A-9999A-9999E44
1736,1052508302,300941549,TX001310015ID0021013117A-3123A-9999A-9999E44
1737,1052508302,300941592,TX001310015ID0021013117A-3123A-9999A-9999E44
1738,1052508302,300941593,TX001310015ID0021013117A-3123A-9999A-9999E44
1739,1052508302,300941594,TX001310015ID0021013117A-3123A-9999A-9999E44
1740,1052508302,300941596,TX001310015ID0021013117A-3123A-9999A-9999E44
1741,1052508303,300941653,TX001310015ID0021013117A-3123A-9999A-9999E44
1742,1052508303,300941654,TX001310015ID0021013117A-3123A-9999A-9999E44
1743,1052508303,300941655,TX001310015ID0021013117A-3123A-9999A-9999E44
1744,1052508303,300941656,TX001310015ID0021013117A-3123A-9999A-9999E44
1745,1052508508,300944657,TX001310015ID0021013117A-3123A-9999A-9999E42
1746,1052508518,300945336,TX001310015ID0021013117A-3123A-9999A-9999E42
1747,1052508518,300945337,TX001310015ID0021013117A-3123A-9999A-9999E42
1748,1052508518,300945338,TX001310015ID0021013117A-3123A-9999A-9999E42
1749,1052508518,300945339,TX001310015ID0021013117A-3123A-9999A-9999E42
1750,1052508518,300945340,TX001310015ID0021013117A-3123A-9999A-9999E42
1751,1052508519,300945358,TX001310015ID0021013117A-3123A-9999A-9999E42
1752,1052508519,300945359,TX001310015ID0021013117A-3123A-9999A-9999E42
1753,1052508519,300945360,TX001310015ID0021013117A-3123A-9999A-9999E42
1754,1052508519,300945361,TX001310015ID0021013117A-3123A-9999A-9999E42
1755,1052508519,300945362,TX001310015ID0021013117A-3123A-9999A-9999E42
1756,1052508519,300945363,TX001310015ID0021013117A-3123A-9999A-9999E42
1757,1052508519,300945364,TX001310015ID0021013117A-3123A-9999A-9999E42
1758,1052508519,300945365,TX001310015ID0021013117A-3123A-9999A-9999E42
1759,1052508520,300945425,TX001310015ID0021013117A-3123A-9999A-9999E42
1760,1052508520,300945427,TX001310015ID0021013117A-3123A-9999A-9999E42
1761,1052508520,300945428,TX001310015ID0021013117A-3123A-9999A-9999E42
1762,1052508520,300945429,TX001310015ID0021013117A-3123A-9999A-9999E42
1763,1052508520,300945430,TX001310015ID0021013117A-3123A-9999A-9999E42
1764,1052508520,300945431,TX001310015ID0021013117A-3123A-9999A-9999E42
1765,1052508520,300945432,TX001310015ID0021013117A-3123A-9999A-9999E42
1766,1052508520,300945433,TX001310015ID0021013117A-3123A-9999A-9999E42
1767,1052508602,300945615,TX001310015ID0021013117A-3123A-9999A41
1768,1052508602,300945616,TX001310015ID0021013117A-3123A-9999A41
1769,1052508602,300945617,TX001310015ID0021013117A-3123A-9999A41
1770,1052508603,300945656,TX001310015ID0021013117A-3123A-9999A41
1771,1052508603,300945657,TX001310015ID0021013117A-3123A-9999A41
1772,1052508603,300945658,TX001310015ID0021013117A-3123A-9999A41
1773,1052508603,300945659,TX001310015ID0021013117A-3123A-9999A41
1774,1052508603,300945660,TX001310015ID0021013117A-3123A-9999A41
1775,1052508603,300945827,TX001310015ID0021013117A-3123A-9999A41
1776,1052508603,300945828,TX001310015ID0021013117A-3123A-9999A41
1777,1052508603,300945829,TX001310015ID0021013117A-3123A-9999A41
1778,1052508604,300946271,TX001310015ID0021013117A-3123A-9999A41
1779,1052508604,300946272,TX001310015ID0021013117A-3123A-9999A41
1780,1052508604,300946273,TX001310015ID0021013117A-3123A-9999A41
1781,1052508604,300946348,TX001310015ID0021013117A-3123A-9999A41
1782,1052508604,300946443,TX001310015ID0021013117A-3123A-9999A41
1783,1052508604,300946446,TX001310015ID0021013117A-3123A-9999A41
1784,1052508604,300946447,TX001310015ID0021013117A-3123A-9999A41
1785,1052508604,300946508,TX001310015ID0021013117A-3123A-9999A41
1786,1052508605,300946487,TX001310015ID0021013117A-3123A-9999A41
1787,1052508605,300946488,TX001310015ID0021013117A-3123A-9999A41
1788,1052508605,300946489,TX001310015ID0021013117A-3123A-9999A41
1789,1052508605,300946490,TX001310015ID0021013117A-3123A-9999A41
1790,1052508605,300946559,TX001310015ID0021013117A-3123A-9999A41
1791,1052508605,300946560,TX001310015ID0021013117A-3123A-9999A41
1792,1052508605,300946561,TX001310015ID0021013117A-3123A-9999A41
1793,1052508605,300946562,TX001310015ID0021013117A-3123A-9999A41
1794,1052508701,300946640,TX001310015ID0021013117A-3123A-9999A-9999E40
1795,1052508701,300946641,TX001310015ID0021013117A-3123A-9999A-9999E40
1796,1052508701,300946642,TX001310015ID0021013117A-3123A-9999A-9999E40
1797,1052508701,300946643,TX001310015ID0021013117A-3123A-9999A-9999E40
1798,1052508701,300946644,TX001310015ID0021013117A-3123A-9999A-9999E40
1799,1052508701,300946645,TX001310015ID0021013117A-3123A-9999A-9999E40
1800,1052508701,300946646,TX001310015ID0021013117A-3123A-9999A-9999E40
1801,1052508701,300946647,TX001310015ID0021013117A-3123A-9999A-9999E40
1802,1052508702,300946654,TX001310015ID0021013117A-3123A-9999A-9999E40
1803,1052508702,300946655,TX001310015ID0021013117A-3123A-9999A-9999E40
1804,1052508702,300946656,TX001310015ID0021013117A-3123A-9999A-9999E40
1805,1052508702,300946657,TX001310015ID0021013117A-3123A-9999A-9999E40
1806,1052508702,300946694,TX001310015ID0021013117A-3123A-9999A-9999E40
1807,1052508702,300946695,TX001310015ID0021013117A-3123A-9999A-9999E40
1808,1052508702,300946696,TX001310015ID0021013117A-3123A-9999A-9999E40
1809,1052508702,300946697,TX001310015ID0021013117A-3123A-9999A-9999E40
1810,1052508703,300946698,TX001310015ID0021013117A-3123A-9999A-9999E40
1811,1052508703,300946699,TX001310015ID0021013117A-3123A-9999A-9999E40
1812,1052508703,300946700,TX001310015ID0021013117A-3123A-9999A-9999E40
1813,1052508703,300946701,TX001310015ID0021013117A-3123A-9999A-9999E40
1814,1052508703,300946702,TX001310015ID0021013117A-3123A-9999A-9999E40
1815,1052508703,300946703,TX001310015ID0021013117A-3123A-9999A-9999E40
1816,1052508703,300946704,TX001310015ID0021013117A-3123A-9999A-9999E40
1817,1052508703,300946705,TX001310015ID0021013117A-3123A-9999A-9999E40
1818,1052508704,300946754,TX001310015ID0021013117A-3123A-9999A-9999E40
1819,1052508704,300946755,TX001310015ID0021013117A-3123A-9999A-9999E40
1820,1052508704,300946756,TX001310015ID0021013117A-3123A-9999A-9999E40
1821,1052508704,300946791,TX001310015ID0021013117A-3123A-9999A-9999E40
1822,1052508704,300946792,TX001310015ID0021013117A-3123A-9999A-9999E40
1823,1052508704,300946793,TX001310015ID0021013117A-3123A-9999A-9999E40
1824,1052508704,300946794,TX001310015ID0021013117A-3123A-9999A-9999E40
1825,1052508704,300946795,TX001310015ID0021013117A-3123A-9999A-9999E40
1826,1052508705,300946834,TX001310015ID0021013117A-3123A-9999A-9999E40
1827,1052508705,300946835,TX001310015ID0021013117A-3123A-9999A-9999E40
1828,1052508705,300946836,TX001310015ID0021013117A-3123A-9999A-9999E40
1829,1052508705,300946837,TX001310015ID0021013117A-3123A-9999A-9999E40
1830,1052508705,300946838,TX001310015ID0021013117A-3123A-9999A-9999E40
1831,1052508705,300946839,TX001310015ID0021013117A-3123A-9999A-9999E40
1832,1052508705,300946840,TX001310015ID0021013117A-3123A-9999A-9999E40
1833,1052508705,300946841,TX001310015ID0021013117A-3123A-9999A-9999E40
1834,1052508706,300946852,TX001310015ID0021013117A-3123A-9999A-9999E40
1835,1052508706,300946853,TX001310015ID0021013117A-3123A-9999A-9999E40
1836,1052508706,300946854,TX001310015ID0021013117A-3123A-9999A-9999E40
1837,1052508706,300946855,TX001310015ID0021013117A-3123A-9999A-9999E40
1838,1052508706,300946856,TX001310015ID0021013117A-3123A-9999A-9999E40
1839,1052508706,300946857,TX001310015ID0021013117A-3123A-9999A-9999E40
1840,1052508706,300946858,TX001310015ID0021013117A-3123A-9999A-9999E40
1841,1052508706,300946859,TX001310015ID0021013117A-3123A-9999A-9999E40
1842,1052508707,300947178,ID002310015ID0021013117A-3123A-9999A-9999E40
1843,1052508707,300947179,ID002310015ID0021013117A-3123A-9999A-9999E40
1844,1052508707,300947180,ID002310015ID0021013117A-3123A-9999A-9999E40
1845,1052508707,300947181,ID002310015ID0021013117A-3123A-9999A-9999E40
1846,1052508707,300947182,ID002310015ID0021013117A-3123A-9999A-9999E40
1847,1052508707,300946934,TX001310015ID0021013117A-3123A-9999A-9999E40
1848,1052508707,300946935,TX001310015ID0021013117A-3123A-9999A-9999E40
1849,1052508707,300946936,TX001310015ID0021013117A-3123A-9999A-9999E40
1850,1052508707,300946937,TX001310015ID0021013117A-3123A-9999A-9999E40
1851,1052508707,300946938,TX001310015ID0021013117A-3123A-9999A-9999E40
1852,1052508707,300946939,TX001310015ID0021013117A-3123A-9999A-9999E40
1853,1052508707,300946940,TX001310015ID0021013117A-3123A-9999A-9999E40
1854,1052508707,300946941,TX001310015ID0021013117A-3123A-9999A-9999E40
1855,1052508708,300946972,TX001310015ID0021013117A-3123A-9999A-9999E40
1856,1052508708,300947015,TX001310015ID0021013117A-3123A-9999A-9999E40
1857,1052508710,300947169,TX001310015ID0021013117A-3123A-9999A-9999E40
1858,1052508715,300947584,TX001310015ID0021013117A-3123A-9999A-9999E40
1859,1052508809,300948332,TX001310015ID0021013117A-3123A-9999A39
1860,1052508810,300948562,TX001310015ID0021013117A-3123A-9999A39
1861,1052508810,300948563,TX001310015ID0021013117A-3123A-9999A39
1862,1052508810,300948564,TX001310015ID0021013117A-3123A-9999A39
1863,1052508810,300948565,TX001310015ID0021013117A-3123A-9999A39
1864,1052508810,300948566,TX001310015ID0021013117A-3123A-9999A39
1865,1052508810,300948567,TX001310015ID0021013117A-3123A-9999A39
1866,1052508810,300948568,TX001310015ID0021013117A-3123A-9999A39
1867,1052508810,300948569,TX001310015ID0021013117A-3123A-9999A39
1868,1052508811,300948628,TX001310015ID0021013117A-3123A-9999A-9999E39
1869,1052508811,300948629,TX001310015ID0021013117A-3123A-9999A-9999E39
1870,1052508811,300948630,TX001310015ID0021013117A-3123A-9999A-9999E39
1871,1052508811,300948631,TX001310015ID0021013117A-3123A-9999A-9999E39
1872,1052508811,300948632,TX001310015ID0021013117A-3123A-9999A-9999E39
1873,1052508811,300948633,TX001310015ID0021013117A-3123A-9999A-9999E39
1874,1052508811,300948634,TX001310015ID0021013117A-3123A-9999A-9999E39
1875,1052508811,300948635,TX001310015ID0021013117A-3123A-9999A-9999E39
1876,1052508812,300948713,TX001310015ID0021013117A-3123A-9999A-9999E39
1877,1052508812,300948714,TX001310015ID0021013117A-3123A-9999A-9999E39
1878,1052508812,300948715,TX001310015ID0021013117A-3123A-9999A-9999E39
1879,1052508812,300948716,TX001310015ID0021013117A-3123A-9999A-9999E39
1880,1052508812,300948717,TX001310015ID0021013117A-3123A-9999A-9999E39
1881,1052508812,300948718,TX001310015ID0021013117A-3123A-9999A-9999E39
1882,1052508812,300948719,TX001310015ID0021013117A-3123A-9999A-9999E39
1883,1052508812,300948720,TX001310015ID0021013117A-3123A-9999A-9999E39
1884,1052508813,300948781,TX001310015ID0021013117A-3123A-9999A-9999E39
1885,1052508813,300948869,TX001310015ID0021013117A-3123A-9999A-9999E39
1886,1052508813,300948870,TX001310015ID0021013117A-3123A-9999A-9999E39
1887,1052508813,300948871,TX001310015ID0021013117A-3123A-9999A-9999E39
1888,1052508813,300948891,TX001310015ID0021013117A-3123A-9999A-9999E39
1889,1052508813,300948892,TX001310015ID0021013117A-3123A-9999A-9999E39
1890,1052508813,300948893,TX001310015ID0021013117A-3123A-9999A-9999E39
1891,1052508813,300948894,TX001310015ID0021013117A-3123A-9999A-9999E39
1892,1052508814,300948929,TX001310015ID0021013117A-3123A-9999A-9999E39
1893,1052508814,300948930,TX001310015ID0021013117A-3123A-9999A-9999E39
1894,1052508814,300948931,TX001310015ID0021013117A-3123A-9999A-9999E39
1895,1052508814,300948952,TX001310015ID0021013117A-3123A-9999A-9999E39
1896,1052508814,300948954,TX001310015ID0021013117A-3123A-9999A-9999E39
1897,1052508814,300948955,TX001310015ID0021013117A-3123A-9999A-9999E39
1898,1052508814,300948960,TX001310015ID0021013117A-3123A-9999A-9999E39
1899,1052508814,300948963,TX001310015ID0021013117A-3123A-9999A-9999E39
1900,1052508815,300948973,TX001310015ID0021013117A-3123A-9999A-9999E39
1901,1052508815,300948974,TX001310015ID0021013117A-3123A-9999A-9999E39
1902,1052508815,300948975,TX001310015ID0021013117A-3123A-9999A-9999E39
1903,1052508815,300948976,TX001310015ID0021013117A-3123A-9999A-9999E39
1904,1052508815,300949023,TX001310015ID0021013117A-3123A-9999A-9999E39
1905,1052508815,300949024,TX001310015ID0021013117A-3123A-9999A-9999E39
1906,1052508815,300949025,TX001310015ID0021013117A-3123A-9999A-9999E39
1907,1052508815,300949026,TX001310015ID0021013117A-3123A-9999A-9999E39
1908,1052508816,300949062,TX001310015ID0021013117A-3123A-9999A-9999E39
1909,1052508816,300949063,TX001310015ID0021013117A-3123A-9999A-9999E39
1910,1052508816,300949064,TX001310015ID0021013117A-3123A-9999A-9999E39
1911,1052508816,300949065,TX001310015ID0021013117A-3123A-9999A-9999E39
1912,1052508816,300949073,TX001310015ID0021013117A-3123A-9999A-9999E39
1913,1052508816,300949074,TX001310015ID0021013117A-3123A-9999A-9999E39
1914,1052508816,300949075,TX001310015ID0021013117A-3123A-9999A-9999E39
1915,1052508816,300949076,TX001310015ID0021013117A-3123A-9999A-9999E39
1916,1052508817,300949105,TX001310015ID0021013117A-3123A-9999A-9999E39
1917,1052508817,300949106,TX001310015ID0021013117A-3123A-9999A-9999E39
1918,1052508817,300949107,TX001310015ID0021013117A-3123A-9999A-9999E39
1919,1052508817,300949108,TX001310015ID0021013117A-3123A-9999A-9999E39
1920,1052508817,300949122,TX001310015ID0021013117A-3123A-9999A-9999E39
1921,1052508817,300949123,TX001310015ID0021013117A-3123A-9999A-9999E39
1922,1052508817,300949126,TX001310015ID0021013117A-3123A-9999A-9999E39
1923,1052508817,300949127,TX001310015ID0021013117A-3123A-9999A-9999E39
1924,1052508818,300949161,TX001310015ID0021013117A-3123A-9999A-9999E39
1925,1052508818,300949162,TX001310015ID0021013117A-3123A-9999A-9999E39
1926,1052508818,300949163,TX001310015ID0021013117A-3123A-9999A-9999E39
1927,1052508818,300949164,TX001310015ID0021013117A-3123A-9999A-9999E39
